Customer ID,Inv_Count,No_of_Months_Transac,Unique MMYY,Country,Total_Qty,Number_of_Item_Types,Total_Spending,Max_Item_UnitPrice,Min_Item_UnitPrice,Median_Item_UnitPrice,Last_Purchase_Date,First_Purchase_Date,Avg_Transaction_Per_Mth,Avg_Spending_Per_Mth,Ratio_Transaction_Per_Unique_Mth,Ratio_Spending_Per_Unique_Mth,Avg_Spending_Per_Inv,Avg_Purchase_Qty_Per_Inv,Avg_Item_Types_Per_Inv,Recency,Frequency,Monetary,Tenure,Recency_Score,Frequency_Score,Monetary_Score,Tenure_Score,RFM_Score,Customer_Country_Belgium,Customer_Country_France,Customer_Country_Germany,Customer_Country_Italy,Customer_Country_Netherlands,Customer_Country_Other Countries,Customer_Country_Portugal,Customer_Country_Spain,Customer_Country_Sweden,Customer_Country_Switzerland,Customer_Country_United Kingdom
12989.0,33,20,"['Dec 09' 'Jan 10' 'Feb 10' 'Mar 10' 'Apr 10' 'Jun 10' 'Jul 10' 'Sep 10'
 'Oct 10' 'Dec 10' 'Jan 11' 'Feb 11' 'Mar 11' 'Apr 11' 'May 11' 'Jul 11'
 'Sep 11' 'Oct 11' 'Nov 11' 'Dec 11']",United Kingdom,6935,51,13551.750000000002,12.75,0.29,2.1,2011-12-06,2009-12-10,1.32,542.07,1.65,677.5875000000001,410.659090909091,210.15151515151516,1.5454545454545454,4,33,13551.750000000002,730,5,5,5,5,555,0,0,0,0,0,0,0,0,0,0,1
12990.0,7,7,['Mar 10' 'Jul 10' 'Sep 10' 'Oct 10' 'Feb 11' 'Jun 11' 'Nov 11'],United Kingdom,480,10,955.4999999999999,2.08,1.95,1.95,2011-11-08,2010-03-30,0.28,38.22,1.0,136.49999999999997,136.49999999999997,68.57142857142857,1.4285714285714286,32,7,955.4999999999999,620,4,4,3,4,443,0,0,0,0,0,0,0,0,0,0,1
12991.0,3,3,['Nov 10' 'Aug 11' 'Nov 11'],United Kingdom,483,45,764.8199999999999,39.95,0.19,2.95,2011-11-16,2010-11-15,0.12,30.592799999999997,1.0,254.93999999999997,254.93999999999997,161.0,15.0,24,3,764.8199999999999,390,4,3,3,2,433,0,0,0,0,0,0,0,0,0,0,1
12992.0,1,1,['Dec 09'],United Kingdom,21,6,93.35000000000001,5.95,3.75,4.45,2009-12-14,2009-12-14,0.04,3.7340000000000004,1.0,93.35000000000001,93.35000000000001,21.0,6.0,726,1,93.35000000000001,726,1,1,1,5,111,0,0,0,0,0,0,0,0,0,0,1
12993.0,8,7,['Feb 10' 'Mar 10' 'Sep 10' 'Feb 11' 'May 11' 'Aug 11' 'Nov 11'],United Kingdom,751,63,1259.6299999999999,8.95,0.29,1.65,2011-11-16,2010-02-18,0.32,50.3852,1.1428571428571428,179.94714285714284,157.45374999999999,93.875,7.875,24,8,1259.6299999999999,660,4,4,4,4,444,0,0,0,0,0,0,0,0,0,0,1
12994.0,3,3,['Mar 11' 'Aug 11' 'Dec 11'],United Kingdom,459,52,974.42,12.75,0.29,3.75,2011-12-05,2011-03-16,0.12,38.9768,1.0,324.8066666666667,324.8066666666667,153.0,17.333333333333332,5,3,974.42,269,5,3,3,2,533,0,0,0,0,0,0,0,0,0,0,1
12995.0,1,1,['Sep 11'],United Kingdom,108,3,211.32,3.75,1.06,1.06,2011-09-15,2011-09-15,0.04,8.4528,1.0,211.32,211.32,108.0,3.0,86,1,211.32,86,3,1,1,1,311,0,0,0,0,0,0,0,0,0,0,1
12996.0,1,1,['Nov 10'],United Kingdom,122,22,355.5,14.95,0.55,4.95,2010-11-29,2010-11-29,0.04,14.22,1.0,355.5,355.5,122.0,22.0,376,1,355.5,376,2,1,2,2,212,0,0,0,0,0,0,0,0,0,0,1
12997.0,8,8,['Apr 10' 'May 10' 'Aug 10' 'Nov 10' 'Jan 11' 'Apr 11' 'Sep 11' 'Nov 11'],United Kingdom,1186,67,2110.91,20.8,0.08,2.1,2011-11-17,2010-04-06,0.32,84.43639999999999,1.0,263.86375,263.86375,148.25,8.375,23,8,2110.91,613,4,4,4,4,444,0,0,0,0,0,0,0,0,0,0,1
12998.0,3,3,['Feb 10' 'Apr 10' 'Aug 10'],United Kingdom,1124,58,920.08,6.95,0.1,1.25,2010-08-04,2010-02-24,0.12,36.803200000000004,1.0,306.6933333333333,306.6933333333333,374.6666666666667,19.333333333333332,493,3,920.08,654,1,3,3,4,133,0,0,0,0,0,0,0,0,0,0,1
12999.0,3,2,['Apr 11' 'May 11'],United Kingdom,342,25,455.8799999999999,12.75,0.42,1.7,2011-05-27,2011-04-08,0.12,18.235199999999995,1.5,227.93999999999994,151.95999999999995,114.0,8.333333333333334,197,3,455.8799999999999,246,2,3,2,1,232,0,0,0,0,0,0,0,0,0,0,1
13000.0,4,4,['Dec 09' 'Dec 10' 'Mar 11' 'Aug 11'],United Kingdom,548,59,1032.5000000000002,10.95,0.12,2.95,2011-08-25,2009-12-14,0.16,41.30000000000001,1.0,258.12500000000006,258.12500000000006,137.0,14.75,107,4,1032.5000000000002,726,3,3,3,5,333,0,0,0,0,0,0,0,0,0,0,1
13001.0,33,20,"['Dec 09' 'Jan 10' 'Feb 10' 'Mar 10' 'Apr 10' 'May 10' 'Jun 10' 'Jul 10'
 'Aug 10' 'Sep 10' 'Oct 10' 'Jan 11' 'Feb 11' 'Mar 11' 'Apr 11' 'May 11'
 'Jun 11' 'Jul 11' 'Nov 11' 'Dec 11']",United Kingdom,13448,337,24042.64999999996,10.65,0.21,1.95,2011-12-05,2009-12-03,1.32,961.7059999999984,1.65,1202.1324999999981,728.5651515151503,407.5151515151515,10.212121212121213,5,33,24042.64999999996,737,5,5,5,5,555,0,0,0,0,0,0,0,0,0,0,1
13002.0,3,2,['Oct 10' 'Jan 11'],United Kingdom,201,19,414.1300000000001,9.95,0.42,2.55,2011-01-25,2010-10-01,0.12,16.565200000000004,1.5,207.06500000000005,138.04333333333338,67.0,6.333333333333333,319,3,414.1300000000001,435,2,3,2,2,232,0,0,0,0,0,0,0,0,0,0,1
13003.0,3,3,['May 11' 'Jul 11' 'Aug 11'],United Kingdom,103,4,149.05,5.95,0.85,1.25,2011-08-26,2011-05-09,0.12,5.962000000000001,1.0,49.68333333333334,49.68333333333334,34.333333333333336,1.3333333333333333,106,3,149.05,215,3,3,1,1,331,0,0,0,0,0,0,0,0,0,0,1
13004.0,36,22,"['Dec 09' 'Jan 10' 'Feb 10' 'Mar 10' 'Apr 10' 'May 10' 'Jul 10' 'Aug 10'
 'Sep 10' 'Oct 10' 'Nov 10' 'Dec 10' 'Jan 11' 'Feb 11' 'Apr 11' 'May 11'
 'Jun 11' 'Jul 11' 'Aug 11' 'Sep 11' 'Oct 11' 'Nov 11']",United Kingdom,8768,440,11650.849999999982,14.95,0.12,1.45,2011-11-28,2009-12-15,1.44,466.0339999999993,1.6363636363636365,529.5840909090902,323.63472222222174,243.55555555555554,12.222222222222221,12,36,11650.849999999982,725,5,5,5,5,555,0,0,0,0,0,0,0,0,0,0,1
13005.0,4,4,['Sep 10' 'Oct 10' 'Apr 11' 'Jun 11'],United Kingdom,462,42,999.6799999999998,12.75,0.42,3.5,2011-06-19,2010-09-08,0.16,39.987199999999994,1.0,249.91999999999996,249.91999999999996,115.5,10.5,174,4,999.6799999999998,458,3,3,3,3,333,0,0,0,0,0,0,0,0,0,0,1
13006.0,1,1,['Oct 11'],United Kingdom,55,4,81.57,12.75,0.19,4.12,2011-10-14,2011-10-14,0.04,3.2628,1.0,81.57,81.57,55.0,4.0,57,1,81.57,57,4,1,1,1,411,0,0,0,0,0,0,0,0,0,0,1
13007.0,1,1,['May 10'],United Kingdom,59,11,175.25,12.75,0.85,2.95,2010-05-09,2010-05-09,0.04,7.01,1.0,175.25,175.25,59.0,11.0,580,1,175.25,580,1,1,1,3,111,0,0,0,0,0,0,0,0,0,0,1
13008.0,3,3,['Dec 09' 'Nov 10' 'Jan 11'],United Kingdom,379,31,612.13,5.95,0.29,1.65,2011-01-20,2009-12-16,0.12,24.4852,1.0,204.04333333333332,204.04333333333332,126.33333333333333,10.333333333333334,324,3,612.13,724,2,3,3,5,233,0,0,0,0,0,0,0,0,0,0,1
13009.0,1,1,['Feb 10'],United Kingdom,120,4,234.0,1.95,1.95,1.95,2010-02-05,2010-02-05,0.04,9.36,1.0,234.0,234.0,120.0,4.0,673,1,234.0,673,1,1,1,4,111,0,0,0,0,0,0,0,0,0,0,1
13010.0,2,2,['Mar 10' 'Nov 10'],United Kingdom,323,10,330.12000000000006,7.49,0.42,0.635,2010-11-30,2010-03-01,0.08,13.204800000000002,1.0,165.06000000000003,165.06000000000003,161.5,5.0,375,2,330.12000000000006,649,2,2,2,4,222,0,0,0,0,0,0,0,0,0,0,1
13011.0,1,1,['Dec 10'],United Kingdom,13,3,50.550000000000004,5.95,2.95,3.75,2010-12-02,2010-12-02,0.04,2.0220000000000002,1.0,50.550000000000004,50.550000000000004,13.0,3.0,373,1,50.550000000000004,373,2,1,1,2,211,0,0,0,0,0,0,0,0,0,0,1
13012.0,11,8,['Apr 10' 'Jul 10' 'Oct 10' 'Feb 11' 'May 11' 'Jul 11' 'Sep 11' 'Nov 11'],United Kingdom,1559,95,2957.83,12.75,0.39,2.1,2011-11-30,2010-04-26,0.44,118.3132,1.375,369.72875,268.89363636363635,141.72727272727272,8.636363636363637,10,11,2957.83,593,5,5,5,3,555,0,0,0,0,0,0,0,0,0,0,1
13013.0,29,18,"['Dec 09' 'Mar 10' 'Apr 10' 'May 10' 'Jun 10' 'Jul 10' 'Sep 10' 'Oct 10'
 'Nov 10' 'Dec 10' 'Apr 11' 'May 11' 'Jul 11' 'Aug 11' 'Sep 11' 'Oct 11'
 'Nov 11' 'Dec 11']",United Kingdom,5661,305,11097.43,16.95,0.14,2.55,2011-12-08,2009-12-14,1.16,443.8972,1.6111111111111112,616.5238888888889,382.67,195.20689655172413,10.517241379310345,2,29,11097.43,726,5,5,5,5,555,0,0,0,0,0,0,0,0,0,0,1
13014.0,11,7,['Oct 10' 'Mar 11' 'May 11' 'Jun 11' 'Aug 11' 'Sep 11' 'Nov 11'],United Kingdom,1979,142,5381.080000000003,12.75,0.42,2.55,2011-11-29,2010-10-03,0.44,215.24320000000012,1.5714285714285714,768.7257142857146,489.18909090909114,179.9090909090909,12.909090909090908,11,11,5381.080000000003,433,5,5,5,2,555,0,0,0,0,0,0,0,0,0,0,1
13015.0,11,6,['Apr 10' 'Jul 10' 'Sep 10' 'Apr 11' 'May 11' 'Oct 11'],United Kingdom,3527,269,6579.779999999998,295.0,0.39,2.1,2011-10-17,2010-04-15,0.44,263.1911999999999,1.8333333333333333,1096.6299999999997,598.161818181818,320.6363636363636,24.454545454545453,54,11,6579.779999999998,604,4,5,5,4,455,0,0,0,0,0,0,0,0,0,0,1
13016.0,3,2,['Aug 11' 'Sep 11'],United Kingdom,527,39,789.8899999999996,16.95,0.55,2.08,2011-09-27,2011-08-08,0.12,31.595599999999987,1.5,394.9449999999998,263.29666666666657,175.66666666666666,13.0,74,3,789.8899999999996,124,3,3,3,1,333,0,0,0,0,0,0,0,0,0,0,1
13017.0,1,1,['Dec 11'],United Kingdom,48,1,204.0,4.25,4.25,4.25,2011-12-02,2011-12-02,0.04,8.16,1.0,204.0,204.0,48.0,1.0,8,1,204.0,8,5,1,1,1,511,0,0,0,0,0,0,0,0,0,0,1
13018.0,35,14,"['Mar 10' 'May 10' 'Sep 10' 'Oct 10' 'Feb 11' 'Mar 11' 'Apr 11' 'May 11'
 'Jun 11' 'Jul 11' 'Aug 11' 'Sep 11' 'Oct 11' 'Nov 11']",United Kingdom,6746,415,9763.159999999994,125.0,0.19,1.65,2011-11-23,2010-03-01,1.4,390.5263999999998,2.5,697.368571428571,278.9474285714284,192.74285714285713,11.857142857142858,17,35,9763.159999999994,649,5,5,5,4,555,0,0,0,0,0,0,0,0,0,0,1
13019.0,6,5,['Dec 09' 'Apr 10' 'May 10' 'Oct 10' 'Nov 10'],United Kingdom,397,47,1229.9500000000003,12.75,0.85,3.75,2010-11-25,2009-12-06,0.24,49.19800000000001,1.2,245.99000000000007,204.9916666666667,66.16666666666667,7.833333333333333,380,6,1229.9500000000003,734,2,4,4,5,244,0,0,0,0,0,0,0,0,0,0,1
13020.0,2,2,['Feb 10' 'May 10'],United Kingdom,278,37,618.9600000000003,8.5,0.42,2.95,2010-05-26,2010-02-18,0.08,24.75840000000001,1.0,309.48000000000013,309.48000000000013,139.0,18.5,563,2,618.9600000000003,660,1,2,3,4,123,0,0,0,0,0,0,0,0,0,0,1
13021.0,17,13,"['Dec 09' 'Mar 10' 'Apr 10' 'Jul 10' 'Oct 10' 'Nov 10' 'Dec 10' 'Mar 11'
 'May 11' 'Jun 11' 'Sep 11' 'Nov 11' 'Dec 11']",United Kingdom,2546,174,4887.239999999998,29.95,0.29,2.1,2011-12-05,2009-12-05,0.68,195.4895999999999,1.3076923076923077,375.9415384615383,287.48470588235284,149.76470588235293,10.235294117647058,5,17,4887.239999999998,735,5,5,5,5,555,0,0,0,0,0,0,0,0,0,0,1
13022.0,1,1,['Oct 10'],Belgium,35,5,65.3,15.0,0.85,1.45,2010-10-06,2010-10-06,0.04,2.612,1.0,65.3,65.3,35.0,5.0,430,1,65.3,430,1,1,1,2,111,1,0,0,0,0,0,0,0,0,0,0
13023.0,3,3,['Jun 10' 'Aug 11' 'Oct 11'],United Kingdom,585,69,1449.0300000000002,18.95,0.29,4.25,2011-10-06,2010-06-29,0.12,57.961200000000005,1.0,483.01000000000005,483.01000000000005,195.0,23.0,65,3,1449.0300000000002,529,3,3,4,3,334,0,0,0,0,0,0,0,0,0,0,1
13024.0,2,2,['May 10' 'Aug 10'],United Kingdom,181,27,555.8699999999999,16.95,0.85,3.75,2010-08-26,2010-05-06,0.08,22.234799999999996,1.0,277.93499999999995,277.93499999999995,90.5,13.5,471,2,555.8699999999999,583,1,2,2,3,122,0,0,0,0,0,0,0,0,0,0,1
13025.0,1,1,['Dec 09'],United Kingdom,241,13,323.3900000000001,4.95,0.42,1.65,2009-12-08,2009-12-08,0.04,12.935600000000004,1.0,323.3900000000001,323.3900000000001,241.0,13.0,732,1,323.3900000000001,732,1,1,2,5,112,0,0,0,0,0,0,0,0,0,0,1
13026.0,9,9,"['Dec 09' 'Mar 10' 'Apr 10' 'Aug 10' 'Mar 11' 'May 11' 'Sep 11' 'Nov 11'
 'Dec 11']",United Kingdom,2466,53,1733.08,3.75,0.19,0.85,2011-12-08,2009-12-13,0.36,69.3232,1.0,192.56444444444443,192.56444444444443,274.0,5.888888888888889,2,9,1733.08,727,5,5,4,5,554,0,0,0,0,0,0,0,0,0,0,1
13027.0,19,14,"['Jan 10' 'Feb 10' 'Mar 10' 'Apr 10' 'May 10' 'Jun 10' 'Aug 10' 'Oct 10'
 'Nov 10' 'Dec 10' 'Mar 11' 'Apr 11' 'Jul 11' 'Aug 11']",United Kingdom,42840,8,17239.199999999997,0.42,0.4,0.4,2011-08-18,2010-01-20,0.76,689.5679999999999,1.3571428571428572,1231.3714285714284,907.3263157894735,2254.7368421052633,0.42105263157894735,114,19,17239.199999999997,689,3,5,5,5,355,0,0,0,0,0,0,0,0,0,0,1
13028.0,2,2,['Oct 11' 'Nov 11'],United Kingdom,798,40,661.32,2.08,0.29,0.85,2011-11-17,2011-10-25,0.08,26.452800000000003,1.0,330.66,330.66,399.0,20.0,23,2,661.32,46,4,2,3,1,423,0,0,0,0,0,0,0,0,0,0,1
13029.0,5,5,['Jul 10' 'Nov 10' 'Dec 10' 'Jul 11' 'Nov 11'],United Kingdom,194,13,1927.3,24.95,0.85,2.1,2011-11-09,2010-07-04,0.2,77.092,1.0,385.46,385.46,38.8,2.6,31,5,1927.3,524,4,4,4,3,444,0,0,0,0,0,0,0,0,0,0,1
13030.0,2,2,['Dec 10' 'Nov 11'],United Kingdom,348,77,752.4399999999999,19.95,0.29,1.95,2011-11-28,2010-12-06,0.08,30.097599999999996,1.0,376.21999999999997,376.21999999999997,174.0,38.5,12,2,752.4399999999999,369,5,2,3,2,523,0,0,0,0,0,0,0,0,0,0,1
13031.0,5,5,['Jun 10' 'Jul 10' 'Aug 10' 'Sep 10' 'Oct 10'],United Kingdom,2309,274,3292.839999999998,14.95,0.14,1.65,2010-10-28,2010-06-03,0.2,131.71359999999993,1.0,658.5679999999995,658.5679999999995,461.8,54.8,408,5,3292.839999999998,555,2,4,5,3,245,0,0,0,0,0,0,0,0,0,0,1
13032.0,9,5,['Sep 10' 'Oct 10' 'Nov 10' 'Sep 11' 'Oct 11'],United Kingdom,1274,153,2815.960000000002,19.95,0.42,2.1,2011-10-18,2010-09-05,0.36,112.63840000000008,1.8,563.1920000000003,312.8844444444446,141.55555555555554,17.0,53,9,2815.960000000002,461,4,5,4,3,454,0,0,0,0,0,0,0,0,0,0,1
13033.0,2,2,['Oct 10' 'Dec 10'],United Kingdom,98,12,220.55,5.95,1.95,1.95,2010-12-17,2010-10-06,0.08,8.822000000000001,1.0,110.275,110.275,49.0,6.0,358,2,220.55,430,2,2,1,2,221,0,0,0,0,0,0,0,0,0,0,1
13034.0,3,3,['Nov 10' 'Dec 10' 'Oct 11'],United Kingdom,406,42,756.82,14.95,0.42,1.95,2011-10-16,2010-11-03,0.12,30.272800000000004,1.0,252.27333333333334,252.27333333333334,135.33333333333334,14.0,55,3,756.82,402,4,3,3,2,433,0,0,0,0,0,0,0,0,0,0,1
13035.0,3,3,['Oct 10' 'Mar 11' 'Sep 11'],United Kingdom,926,28,1364.2,4.25,0.29,1.9,2011-09-27,2010-10-04,0.12,54.568000000000005,1.0,454.73333333333335,454.73333333333335,308.6666666666667,9.333333333333334,74,3,1364.2,432,3,3,4,2,334,0,0,0,0,0,0,0,0,0,0,1
13036.0,1,1,['Jan 10'],United Kingdom,38,6,307.1,12.75,1.25,11.35,2010-01-24,2010-01-24,0.04,12.284,1.0,307.1,307.1,38.0,6.0,685,1,307.1,685,1,1,2,4,112,0,0,0,0,0,0,0,0,0,0,1
13037.0,12,11,"['Dec 09' 'Jan 10' 'Mar 10' 'Apr 10' 'Jun 10' 'Aug 10' 'Sep 10' 'Nov 10'
 'Mar 11' 'May 11' 'Jul 11']",United Kingdom,2130,189,3914.95,19.95,0.29,2.1,2011-07-24,2009-12-03,0.48,156.59799999999998,1.0909090909090908,355.9045454545454,326.24583333333334,177.5,15.75,139,12,3914.95,737,3,5,5,5,355,0,0,0,0,0,0,0,0,0,0,1
13038.0,3,3,['Feb 11' 'Jun 11' 'Sep 11'],United Kingdom,360,24,908.4600000000002,8.5,0.55,2.3,2011-09-20,2011-02-22,0.12,36.33840000000001,1.0,302.82000000000005,302.82000000000005,120.0,8.0,81,3,908.4600000000002,291,3,3,3,2,333,0,0,0,0,0,0,0,0,0,0,1
13039.0,4,4,['Dec 09' 'Mar 10' 'Apr 10' 'May 10'],United Kingdom,290,42,1010.73,12.75,1.25,4.95,2010-05-04,2009-12-17,0.16,40.4292,1.0,252.6825,252.6825,72.5,10.5,585,4,1010.73,723,1,3,3,5,133,0,0,0,0,0,0,0,0,0,0,1
13040.0,2,2,['Nov 11' 'Dec 11'],United Kingdom,355,38,676.9900000000001,6.25,0.39,2.1,2011-12-01,2011-11-06,0.08,27.079600000000006,1.0,338.49500000000006,338.49500000000006,177.5,19.0,9,2,676.9900000000001,34,5,2,3,1,523,0,0,0,0,0,0,0,0,0,0,1
13041.0,4,3,['Apr 10' 'Jul 10' 'Sep 10'],United Kingdom,335,26,799.1300000000001,7.49,0.65,2.95,2010-09-15,2010-04-29,0.16,31.965200000000003,1.3333333333333333,266.3766666666667,199.78250000000003,83.75,6.5,451,4,799.1300000000001,590,1,3,3,3,133,0,0,0,0,0,0,0,0,0,0,1
13042.0,3,3,['Dec 09' 'Feb 10' 'Apr 10'],United Kingdom,812,164,1488.5900000000004,19.95,0.29,2.1,2010-04-20,2009-12-07,0.12,59.54360000000001,1.0,496.1966666666668,496.1966666666668,270.6666666666667,54.666666666666664,599,3,1488.5900000000004,733,1,3,4,5,134,0,0,0,0,0,0,0,0,0,0,1
13043.0,1,1,['Mar 11'],United Kingdom,254,13,516.4200000000001,14.95,0.72,3.75,2011-03-11,2011-03-11,0.04,20.656800000000004,1.0,516.4200000000001,516.4200000000001,254.0,13.0,274,1,516.4200000000001,274,2,1,2,2,212,0,0,0,0,0,0,0,0,0,0,1
13044.0,11,8,['Jan 10' 'Feb 10' 'Mar 10' 'Apr 10' 'May 10' 'Jul 10' 'Aug 10' 'Feb 11'],United Kingdom,2548,360,4848.050000000006,18.95,0.14,1.95,2011-02-21,2010-01-08,0.44,193.92200000000022,1.375,606.0062500000007,440.7318181818187,231.63636363636363,32.72727272727273,292,11,4848.050000000006,701,2,5,5,5,255,0,0,0,0,0,0,0,0,0,0,1
13045.0,3,3,['Aug 10' 'Nov 10' 'Sep 11'],United Kingdom,405,41,808.9200000000001,9.95,0.42,2.1,2011-09-01,2010-08-10,0.12,32.3568,1.0,269.64000000000004,269.64000000000004,135.0,13.666666666666666,100,3,808.9200000000001,487,3,3,3,3,333,0,0,0,0,0,0,0,0,0,0,1
13046.0,3,3,['Sep 10' 'Mar 11' 'Nov 11'],United Kingdom,505,49,949.2500000000001,85.0,0.29,2.1,2011-11-09,2010-09-09,0.12,37.970000000000006,1.0,316.4166666666667,316.4166666666667,168.33333333333334,16.333333333333332,31,3,949.2500000000001,457,4,3,3,3,433,0,0,0,0,0,0,0,0,0,0,1
13047.0,24,17,"['Dec 09' 'Jan 10' 'Mar 10' 'Apr 10' 'May 10' 'Jun 10' 'Jul 10' 'Aug 10'
 'Oct 10' 'Dec 10' 'Feb 11' 'Mar 11' 'May 11' 'Jun 11' 'Aug 11' 'Oct 11'
 'Nov 11']",United Kingdom,3328,196,8428.530000000004,16.95,0.42,3.95,2011-11-08,2009-12-16,0.96,337.1412000000002,1.411764705882353,495.7958823529414,351.1887500000002,138.66666666666666,8.166666666666666,32,24,8428.530000000004,724,4,5,5,5,455,0,0,0,0,0,0,0,0,0,0,1
13048.0,9,9,"['Jan 10' 'Apr 10' 'May 10' 'Jul 10' 'Sep 10' 'Jan 11' 'Apr 11' 'Aug 11'
 'Nov 11']",United Kingdom,2661,138,4049.13,8.5,0.22,1.65,2011-11-25,2010-01-27,0.36,161.9652,1.0,449.90333333333336,449.90333333333336,295.6666666666667,15.333333333333334,15,9,4049.13,682,5,5,5,4,555,0,0,0,0,0,0,0,0,0,0,1
13049.0,4,3,['Nov 10' 'Jan 11' 'Oct 11'],United Kingdom,620,19,1408.2400000000005,12.75,0.42,2.55,2011-10-06,2010-11-03,0.16,56.32960000000002,1.3333333333333333,469.41333333333347,352.0600000000001,155.0,4.75,65,4,1408.2400000000005,402,3,3,4,2,334,0,0,0,0,0,0,0,0,0,0,1
13050.0,35,21,"['Dec 09' 'Jan 10' 'Feb 10' 'Mar 10' 'Apr 10' 'Jun 10' 'Jul 10' 'Aug 10'
 'Sep 10' 'Oct 10' 'Nov 10' 'Dec 10' 'Jan 11' 'Feb 11' 'Mar 11' 'May 11'
 'Jun 11' 'Jul 11' 'Aug 11' 'Oct 11' 'Nov 11']",United Kingdom,7015,530,11986.519999999984,92.03,0.19,1.65,2011-11-25,2009-12-15,1.4,479.4607999999994,1.6666666666666667,570.786666666666,342.4719999999995,200.42857142857142,15.142857142857142,15,35,11986.519999999984,725,5,5,5,5,555,0,0,0,0,0,0,0,0,0,0,1
13051.0,2,2,['Mar 10' 'May 10'],United Kingdom,72,4,155.8,8.5,1.25,5.85,2010-05-10,2010-03-30,0.08,6.232,1.0,77.9,77.9,36.0,2.0,579,2,155.8,620,1,2,1,4,121,0,0,0,0,0,0,0,0,0,0,1
13052.0,7,6,['Feb 10' 'Apr 10' 'May 10' 'Jun 10' 'Oct 10' 'May 11'],United Kingdom,1424,167,3119.3300000000013,19.95,0.42,2.55,2011-05-11,2010-02-23,0.28,124.77320000000005,1.1666666666666667,519.8883333333335,445.6185714285716,203.42857142857142,23.857142857142858,213,7,3119.3300000000013,655,2,4,5,4,245,0,0,0,0,0,0,0,0,0,0,1
13053.0,1,1,['Mar 10'],United Kingdom,47,17,127.65,8.5,1.25,2.1,2010-03-28,2010-03-28,0.04,5.106,1.0,127.65,127.65,47.0,17.0,622,1,127.65,622,1,1,1,4,111,0,0,0,0,0,0,0,0,0,0,1
13055.0,4,3,['Oct 10' 'May 11' 'Sep 11'],United Kingdom,1821,146,2321.11,12.75,0.12,1.65,2011-09-22,2010-10-06,0.16,92.84440000000001,1.3333333333333333,773.7033333333334,580.2775,455.25,36.5,79,4,2321.11,430,3,3,4,2,334,0,0,0,0,0,0,0,0,0,0,1
13056.0,1,1,['Jun 10'],United Kingdom,158,18,209.48000000000002,16.95,0.42,4.25,2010-06-06,2010-06-06,0.04,8.3792,1.0,209.48000000000002,209.48000000000002,158.0,18.0,552,1,209.48000000000002,552,1,1,1,3,111,0,0,0,0,0,0,0,0,0,0,1
13057.0,3,2,['Mar 10' 'Jun 10'],United Kingdom,456,34,709.59,10.65,0.42,1.25,2010-06-27,2010-03-18,0.12,28.3836,1.5,354.795,236.53,152.0,11.333333333333334,531,3,709.59,632,1,3,3,4,133,0,0,0,0,0,0,0,0,0,0,1
13058.0,3,3,['Jul 11' 'Oct 11' 'Nov 11'],United Kingdom,52,5,271.4,9.95,4.95,5.45,2011-11-15,2011-07-11,0.12,10.856,1.0,90.46666666666665,90.46666666666665,17.333333333333332,1.6666666666666667,25,3,271.4,152,4,3,1,1,431,0,0,0,0,0,0,0,0,0,0,1
13059.0,10,6,['Mar 10' 'Jun 10' 'Jul 10' 'Aug 10' 'Oct 10' 'Apr 11'],United Kingdom,860,155,2291.7700000000004,14.95,0.42,3.75,2011-04-04,2010-03-31,0.4,91.67080000000001,1.6666666666666667,381.96166666666676,229.17700000000005,86.0,15.5,250,10,2291.7700000000004,619,2,5,4,4,254,0,0,0,0,0,0,0,0,0,0,1
13060.0,1,1,['Mar 11'],United Kingdom,123,15,307.53000000000003,7.95,0.85,2.95,2011-03-31,2011-03-31,0.04,12.301200000000001,1.0,307.53000000000003,307.53000000000003,123.0,15.0,254,1,307.53000000000003,254,2,1,2,1,212,0,0,0,0,0,0,0,0,0,0,1
13061.0,1,1,['Sep 11'],United Kingdom,107,10,248.60999999999999,8.25,0.83,1.875,2011-09-28,2011-09-28,0.04,9.9444,1.0,248.60999999999999,248.60999999999999,107.0,10.0,73,1,248.60999999999999,73,3,1,1,1,311,0,0,0,0,0,0,0,0,0,0,1
13062.0,1,1,['Jun 11'],United Kingdom,343,11,346.98,15.0,0.21,7.95,2011-06-01,2011-06-01,0.04,13.8792,1.0,346.98,346.98,343.0,11.0,192,1,346.98,192,2,1,2,1,212,0,0,0,0,0,0,0,0,0,0,1
13063.0,1,1,['Aug 10'],United Kingdom,116,12,188.39999999999998,5.95,0.85,1.45,2010-08-16,2010-08-16,0.04,7.535999999999999,1.0,188.39999999999998,188.39999999999998,116.0,12.0,481,1,188.39999999999998,481,1,1,1,3,111,0,0,0,0,0,0,0,0,0,0,1
13064.0,6,6,['Apr 10' 'Jun 10' 'Jan 11' 'Jul 11' 'Sep 11' 'Nov 11'],United Kingdom,668,57,1666.8400000000006,125.0,0.29,2.55,2011-11-27,2010-04-27,0.24,66.67360000000002,1.0,277.8066666666668,277.8066666666668,111.33333333333333,9.5,13,6,1666.8400000000006,592,5,4,4,3,544,0,0,0,0,0,0,0,0,0,0,1
